user_id,transaction_type,merchant_type_code,amount_cents,datetime
71453,PurchaseActivity,5311,46520,2023-05-31T19:22:15.666605
6893,PurchaseActivity,8011,8400,2023-06-01T01:19:19.67351
333,ReturnActivity,5311,16875,2023-04-03T11:52:01.248082
4493,PurchaseActivity,8111,57200,2023-06-01T07:15:24.480432
9453,PurchaseActivity,5310,29800,2023-05-03T03:31:40.850385
37133,PurchaseActivity,5942,31988,2023-05-03T04:14:06.604423
91293,PurchaseActivity,5812,632,2023-05-03T04:58:33.299748
54893,PurchaseActivity,5815,1000,2023-06-01T19:19:09.232214
18973,PurchaseActivity,7298,65231,2023-05-03T05:24:43.524903
5453,PurchaseActivity,7298,67823,2023-05-03T05:26:34.147549
38493,ReturnActivity,5732,4997,2023-05-03T07:28:57.141506
38493,ReturnActivity,5732,9997,2023-05-03T07:29:21.55561
5453,PurchaseActivity,7298,58432,2023-04-04T11:39:16.969641
38493,PurchaseActivity,5732,24997,2023-04-04T11:46:06.049097
37133,PurchaseActivity,5732,41984,2023-05-03T07:29:16.077816
88173,PurchaseActivity,7372,999,2023-04-04T11:55:42.085389
38493,PurchaseActivity,5732,24997,2023-04-04T11:55:47.865866
38493,PurchaseActivity,5732,14997,2023-04-04T12:07:45.68744
38493,PurchaseActivity,5732,24997,2023-04-04T12:15:39.417595
38493,PurchaseActivity,5732,24997,2023-04-04T12:13:48.425011
6253,PurchaseActivity,5947,99938,2023-04-04T12:14:30.980434
18973,PurchaseActivity,7298,60721,2023-04-04T12:16:37.95351
38493,PurchaseActivity,5732,24997,2023-04-04T12:19:49.565357
46253,PurchaseActivity,6513,38042,2023-04-04T12:21:53.410766
38493,PurchaseActivity,5732,24997,2023-04-04T12:31:13.993149
88013,PurchaseActivity,6513,225895,2023-04-04T12:33:23.547289
88173,PurchaseActivity,7372,999,2023-04-04T12:38:32.269142
91293,PurchaseActivity,4829,1400,2023-05-03T19:53:48.083756
91293,PurchaseActivity,5812,692,2023-05-03T19:56:24.002178
18973,PurchaseActivity,7298,58632,2023-04-05T11:48:36.972452
38493,PurchaseActivity,5732,4986,2023-04-05T11:51:11.449123
9453,PurchaseActivity,5310,29800,2023-05-03T22:25:04.725604
87133,PurchaseActivity,5310,21014,2023-04-05T11:56:39.99001
6253,PurchaseActivity,5947,99938,2023-04-05T12:01:43.207333
19293,PurchaseActivity,5691,5311,2023-04-05T12:07:02.501279
9453,PurchaseActivity,5310,29800,2023-05-03T23:44:30.439679
5453,PurchaseActivity,7298,63512,2023-04-05T12:05:39.894236
6893,PurchaseActivity,8398,100000,2023-04-05T12:13:50.109013
7933,PurchaseActivity,5300,13998,2023-04-05T12:16:35.996947
85213,PurchaseActivity,5399,40000,2023-04-05T12:16:59.625524
90093,PurchaseActivity,5942,7996,2023-05-04T02:36:39.492677
38493,PurchaseActivity,5732,4987,2023-04-05T12:39:01.415468
88493,PurchaseActivity,6300,131476,2023-05-04T03:29:51.040517
88013,PurchaseActivity,6513,225895,2023-05-04T04:26:22.910128
6253,PurchaseActivity,5947,99938,2023-04-06T11:31:51.50054
38493,PurchaseActivity,5732,18990,2023-04-06T11:36:36.445953
38493,PurchaseActivity,5732,7990,2023-04-06T11:39:21.311874
38493,PurchaseActivity,5732,4987,2023-04-06T11:49:23.936239
31693,PurchaseActivity,4900,75295,2023-04-06T11:51:29.239479
88333,PurchaseActivity,4900,35000,2023-04-06T11:57:20.806632
37133,PurchaseActivity,5734,6000,2023-04-06T11:58:37.488198
38493,PurchaseActivity,5732,4990,2023-04-06T12:01:24.519212
38493,PurchaseActivity,5732,1986,2023-04-06T12:17:54.118008
18973,PurchaseActivity,7298,64123,2023-04-06T12:28:36.208839
333,PurchaseActivity,5977,9500,2023-04-06T12:31:04.329946
38493,PurchaseActivity,5732,990,2023-04-06T12:28:43.175653
6253,PurchaseActivity,5947,99938,2023-04-07T11:32:01.844355
60653,PurchaseActivity,5311,2898,2023-04-07T11:36:23.193029
38493,PurchaseActivity,5732,14980,2023-04-07T11:35:47.699214
5453,PurchaseActivity,7298,32423,2023-04-07T11:44:27.751177
38493,PurchaseActivity,5732,5980,2023-04-07T11:45:31.583583
89053,PurchaseActivity,5942,1000,2023-04-07T11:50:38.325485
38493,PurchaseActivity,5732,14980,2023-04-07T11:54:46.083755
38493,PurchaseActivity,5732,6980,2023-04-07T12:32:18.260984
89133,PurchaseActivity,5818,9900,2023-04-08T12:07:17.026504
38493,ReturnActivity,5732,13999,2023-04-08T12:30:02.518576
5453,PurchaseActivity,7298,50721,2023-04-09T11:39:38.000646
18973,PurchaseActivity,7298,51243,2023-04-09T11:55:08.171487
46413,PurchaseActivity,9399,80000,2023-04-10T11:17:56.174004
18973,PurchaseActivity,7298,60534,2023-04-10T11:26:56.142316
89613,PurchaseActivity,6012,100000,2023-04-10T11:37:15.620233
89613,PurchaseActivity,5942,500,2023-04-10T11:40:09.688715
85533,PurchaseActivity,5734,1500,2023-04-11T11:16:27.366568
46413,PurchaseActivity,8099,3952,2023-04-11T11:26:08.078028
85533,PurchaseActivity,4816,600,2023-04-11T11:32:31.888862
5453,PurchaseActivity,7298,10234,2023-04-11T11:37:04.482142
18973,PurchaseActivity,7298,58723,2023-04-11T11:38:52.041939
88333,PurchaseActivity,5942,31705,2023-04-11T12:16:53.084064
5453,PurchaseActivity,7298,60572,2023-04-12T11:30:46.650017
56333,PurchaseActivity,6513,140836,2023-04-12T11:54:22.353452
19293,PurchaseActivity,8211,2875,2023-04-12T11:55:02.030297
52253,PurchaseActivity,4900,24355,2023-04-12T11:59:13.587455
333,ReturnActivity,5311,22500,2023-04-12T12:05:37.614136
38493,PurchaseActivity,5732,10497,2023-04-12T12:14:28.386379
82573,PurchaseActivity,5310,1879,2023-04-12T12:14:33.592787
19293,PurchaseActivity,5960,104890,2023-04-12T12:15:45.55812
56333,PurchaseActivity,8011,34373,2023-04-12T12:20:02.558554
18973,PurchaseActivity,7298,59212,2023-04-12T12:21:58.961254
85533,PurchaseActivity,4816,600,2023-04-12T12:32:44.708399
90653,PurchaseActivity,9399,41000,2023-04-13T11:30:16.41227
5453,PurchaseActivity,7298,61245,2023-04-13T11:41:34.147701
